"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","jp_trip_desc","jp_trip_desc_symbol","jp_office_id"
"20005_200151_1","20_136_20180723","136_200151101_20170225","東宝伝",,,,,,,"20"
"20005_200151_1","20_137_20180723","137_200151101_20170225","東宝伝",,,,,,,"20"
"20005_200151_1","20_136_20180723","136_200151102_20170225","東宝伝",,,,,,,"20"
"20005_200151_1","20_137_20180723","137_200151103_20170225","東宝伝",,,,,,,"20"
"20005_200151_1","20_138_20180723","138_200151401_20170225","東宝伝",,,,,,,"20"
"20005_200151_1","20_138_20180723","138_200151402_20170225","東宝伝",,,,,,,"20"
"20005_200151_1","20_136_20180723","136_200151103_20170225","東宝伝",,,,,,,"20"
"20005_200151_1","20_137_20180723","137_200151102_20170225","東宝伝",,,,,,,"20"
"20005_200152_1","20_137_20180723","137_200152101_20170225","西大寺",,,,,,,"20"
"20005_200152_1","20_136_20180723","136_200152103_20170225","西大寺",,,,,,,"20"
"20005_200152_1","20_138_20180723","138_200152401_20170225","西大寺",,,,,,,"20"
"20005_200152_1","20_137_20180723","137_200152103_20170225","西大寺",,,,,,,"20"
"20005_200152_1","20_136_20180723","136_200152102_20170225","西大寺",,,,,,,"20"
"20005_200152_1","20_138_20180723","138_200152402_20170225","西大寺",,,,,,,"20"
"20005_200152_1","20_137_20180723","137_200152102_20170225","西大寺",,,,,,,"20"
"20005_200152_1","20_136_20180723","136_200152101_20170225","西大寺",,,,,,,"20"
"20005_200152_1","20_138_20180723","138_200152403_20170225","西大寺",,,,,,,"20"
"20005_200171_1","20_136_20180723","136_200171101_20170225","東宝伝",,,,,,,"20"
"20005_200171_1","20_137_20180723","137_200171101_20170225","東宝伝",,,,,,,"20"
"20005_200171_1","20_138_20180723","138_200171401_20170225","東宝伝",,,,,,,"20"
"20005_200172_1","20_137_20180723","137_200172101_20170225","西大寺",,,,,,,"20"
"20005_200172_1","20_138_20180723","138_200172401_20170225","西大寺",,,,,,,"20"
"20005_200172_1","20_136_20180723","136_200172101_20170225","西大寺",,,,,,,"20"
"21006_211081_1","21_142_20180723","142_211081307_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_142_20180723","142_211081306_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_141_20180723","141_211081214_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_140_20180723","140_211081109_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_140_20180723","140_211081101_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_142_20180723","142_211081310_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_140_20180723","140_211081115_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_141_20180723","141_211081204_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_141_20180723","141_211081212_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_142_20180723","142_211081302_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_140_20180723","140_211081105_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_140_20180723","140_211081102_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_141_20180723","141_211081207_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_141_20180723","141_211081205_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_141_20180723","141_211081206_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_142_20180723","142_211081303_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_142_20180723","142_211081308_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_142_20180723","142_211081309_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_142_20180723","142_211081313_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_141_20180723","141_211081213_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_142_20180723","142_211081314_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_140_20180723","140_211081113_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_140_20180723","140_211081107_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_142_20180723","142_211081311_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_141_20180723","141_211081201_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_142_20180723","142_211081305_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_141_20180723","141_211081202_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_141_20180723","141_211081210_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_142_20180723","142_211081312_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_140_20180723","140_211081103_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_140_20180723","140_211081114_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_142_20180723","142_211081304_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_140_20180723","140_211081108_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_142_20180723","142_211081301_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_141_20180723","141_211081211_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_140_20180723","140_211081104_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_141_20180723","141_211081209_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_140_20180723","140_211081110_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_140_20180723","140_211081112_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_141_20180723","141_211081203_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_140_20180723","140_211081106_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_141_20180723","141_211081208_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211081_1","21_140_20180723","140_211081111_20170225","新屋敷団地高島駅前",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082105_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082108_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_141_20180723","141_211082202_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_141_20180723","141_211082213_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_141_20180723","141_211082206_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_142_20180723","142_211082316_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_142_20180723","142_211082307_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_141_20180723","141_211082215_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082106_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_141_20180723","141_211082210_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_141_20180723","141_211082203_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_142_20180723","142_211082309_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082102_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_142_20180723","142_211082312_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_141_20180723","141_211082211_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082109_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_142_20180723","142_211082305_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_142_20180723","142_211082308_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_142_20180723","142_211082315_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082107_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082110_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_142_20180723","142_211082303_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_141_20180723","141_211082209_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082113_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_141_20180723","141_211082208_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_142_20180723","142_211082304_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082115_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_142_20180723","142_211082313_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_142_20180723","142_211082314_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082117_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_141_20180723","141_211082205_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082112_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082101_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_142_20180723","142_211082311_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082111_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_141_20180723","141_211082216_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082104_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_141_20180723","141_211082214_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_141_20180723","141_211082201_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_142_20180723","142_211082302_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_141_20180723","141_211082204_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082103_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_141_20180723","141_211082212_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082114_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_142_20180723","142_211082310_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_142_20180723","142_211082301_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_141_20180723","141_211082207_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_140_20180723","140_211082116_20170225","旭川荘北",,,,,,,"21"
"21006_211082_1","21_142_20180723","142_211082306_20170225","旭川荘北",,,,,,,"21"
"21007_210604_1","21_140_20180723","140_210604101_20171001","ダイキ岡山前",,,,,,,"21"
"21007_210612_1","21_140_20180723","140_210612101_20171001","渋川三丁目",,,,,,,"21"
"21007_210621_1","21_140_20180723","140_210621101_20171001","岡山駅",,,,,,,"21"
"20001_200211_1","20_137_20180723","137_200211111_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_137_20180723","137_200211102_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_136_20180723","136_200211102_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_136_20180723","136_200211105_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_137_20180723","137_200211105_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_138_20180723","138_200211408_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_136_20180723","136_200211106_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_137_20180723","137_200211106_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_137_20180723","137_200211113_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_136_20180723","136_200211111_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_138_20180723","138_200211404_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_136_20180723","136_200211104_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_137_20180723","137_200211104_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_138_20180723","138_200211401_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_136_20180723","136_200211113_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_137_20180723","137_200211108_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_136_20180723","136_200211108_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_137_20180723","137_200211107_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_136_20180723","136_200211107_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_138_20180723","138_200211406_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_136_20180723","136_200211112_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_137_20180723","137_200211112_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_138_20180723","138_200211402_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_137_20180723","137_200211110_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_136_20180723","136_200211110_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_137_20180723","137_200211109_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_136_20180723","136_200211109_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_138_20180723","138_200211407_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_137_20180723","137_200211103_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_138_20180723","138_200211405_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_138_20180723","138_200211403_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_136_20180723","136_200211103_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_137_20180723","137_200211101_20171231","牛窓",,,,,,,"20"
"20001_200211_1","20_136_20180723","136_200211101_20171231","牛窓",,,,,,,"20"
"20001_200212_1","20_136_20180723","136_200212111_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_137_20180723","137_200212109_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_136_20180723","136_200212106_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_137_20180723","137_200212106_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_136_20180723","136_200212103_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_138_20180723","138_200212402_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_137_20180723","137_200212103_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_138_20180723","138_200212405_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_137_20180723","137_200212101_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_137_20180723","137_200212113_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_136_20180723","136_200212108_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_136_20180723","136_200212113_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_136_20180723","136_200212105_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_137_20180723","137_200212110_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_137_20180723","137_200212107_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_138_20180723","138_200212403_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_138_20180723","138_200212406_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_137_20180723","137_200212102_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_138_20180723","138_200212404_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_138_20180723","138_200212407_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_136_20180723","136_200212102_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_137_20180723","137_200212112_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_136_20180723","136_200212112_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_137_20180723","137_200212104_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_136_20180723","136_200212110_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_137_20180723","137_200212111_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_137_20180723","137_200212105_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_136_20180723","136_200212104_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_136_20180723","136_200212109_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_137_20180723","137_200212108_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_138_20180723","138_200212401_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_136_20180723","136_200212107_20171231","西大寺",,,,,,,"20"
"20001_200212_1","20_136_20180723","136_200212101_20171231","西大寺",,,,,,,"20"
"20002_200231_1","20_137_20180723","137_200231106_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_138_20180723","138_200231406_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_136_20180723","136_200231106_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_136_20180723","136_200231103_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_138_20180723","138_200231405_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_137_20180723","137_200231108_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_136_20180723","136_200231109_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_137_20180723","137_200231109_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_136_20180723","136_200231108_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_138_20180723","138_200231408_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_137_20180723","137_200231103_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_137_20180723","137_200231107_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_136_20180723","136_200231107_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_137_20180723","137_200231104_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_137_20180723","137_200231102_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_136_20180723","136_200231105_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_136_20180723","136_200231104_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_138_20180723","138_200231404_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_138_20180723","138_200231401_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_138_20180723","138_200231407_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_136_20180723","136_200231101_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_137_20180723","137_200231101_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_136_20180723","136_200231102_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_137_20180723","137_200231105_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_138_20180723","138_200231403_20171231","牛窓",,,,,,,"20"
"20002_200231_1","20_138_20180723","138_200231402_20171231","牛窓",,,,,,,"20"
"20002_200232_1","20_137_20180723","137_200232109_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_136_20180723","136_200232106_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_137_20180723","137_200232106_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_138_20180723","138_200232401_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_138_20180723","138_200232403_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_137_20180723","137_200232102_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_136_20180723","136_200232101_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_136_20180723","136_200232102_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_137_20180723","137_200232101_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_137_20180723","137_200232105_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_136_20180723","136_200232105_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_137_20180723","137_200232108_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_136_20180723","136_200232108_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_136_20180723","136_200232103_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_137_20180723","137_200232103_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_136_20180723","136_200232107_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_137_20180723","137_200232107_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_138_20180723","138_200232402_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_138_20180723","138_200232406_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_138_20180723","138_200232405_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_136_20180723","136_200232104_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_137_20180723","137_200232104_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_138_20180723","138_200232404_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_136_20180723","136_200232109_20171231","西大寺",,,,,,,"20"
"20002_200232_1","20_138_20180723","138_200232407_20171231","西大寺",,,,,,,"20"
"20002_200241_1","20_137_20180723","137_200241102_20171231","牛窓",,,,,,,"20"
"20002_200241_1","20_136_20180723","136_200241102_20171231","牛窓",,,,,,,"20"
"20002_200241_1","20_137_20180723","137_200241101_20171231","牛窓",,,,,,,"20"
"20002_200241_1","20_136_20180723","136_200241101_20171231","牛窓",,,,,,,"20"
"20002_200242_1","20_137_20180723","137_200242103_20171231","邑久駅",,,,,,,"20"
"20002_200242_1","20_136_20180723","136_200242102_20171231","邑久駅",,,,,,,"20"
"20002_200242_1","20_138_20180723","138_200242401_20171231","邑久駅",,,,,,,"20"
"20002_200242_1","20_137_20180723","137_200242102_20171231","邑久駅",,,,,,,"20"
"20002_200242_1","20_136_20180723","136_200242103_20171231","邑久駅",,,,,,,"20"
"20002_200242_1","20_136_20180723","136_200242101_20171231","邑久駅",,,,,,,"20"
"20002_200242_1","20_137_20180723","137_200242101_20171231","邑久駅",,,,,,,"20"
"20002_200243_1","20_137_20180723","137_200243101_20171231","牛窓",,,,,,,"20"
"20002_200243_1","20_136_20180723","136_200243101_20171231","牛窓",,,,,,,"20"
"20002_200244_1","20_136_20180723","136_200244102_20171231","邑久駅",,,,,,,"20"
"20002_200244_1","20_137_20180723","137_200244102_20171231","邑久駅",,,,,,,"20"
"20002_200244_1","20_136_20180723","136_200244101_20171231","邑久駅",,,,,,,"20"
"20002_200244_1","20_137_20180723","137_200244101_20171231","邑久駅",,,,,,,"20"
"20003_200291_1","20_136_20180723","136_200291105_20171231","瀬溝",,,,,,,"20"
"20003_200291_1","20_137_20180723","137_200291106_20171231","瀬溝",,,,,,,"20"
"20003_200291_1","20_136_20180723","136_200291103_20171231","瀬溝",,,,,,,"20"
"20003_200291_1","20_137_20180723","137_200291103_20171231","瀬溝",,,,,,,"20"
"20003_200291_1","20_136_20180723","136_200291104_20171231","瀬溝",,,,,,,"20"
"20003_200291_1","20_137_20180723","137_200291104_20171231","瀬溝",,,,,,,"20"
"20003_200291_1","20_136_20180723","136_292012618_20171231","瀬溝",,,,,,,"20"
"20003_200291_1","20_137_20180723","137_292012618_20171231","瀬溝",,,,,,,"20"
"20003_200291_1","20_136_20180723","136_200291101_20171231","瀬溝",,,,,,,"20"
"20003_200291_1","20_137_20180723","137_200291101_20171231","瀬溝",,,,,,,"20"
"20003_200291_1","20_136_20180723","136_292012617_20171231","瀬溝",,,,,,,"20"
"20003_200291_1","20_137_20180723","137_200291102_20171231","瀬溝",,,,,,,"20"
"20003_200291_1","20_136_20180723","136_200291106_20171231","瀬溝",,,,,,,"20"
"20003_200291_1","20_136_20180723","136_200291102_20171231","瀬溝",,,,,,,"20"
"20003_200291_1","20_137_20180723","137_292012617_20171231","瀬溝",,,,,,,"20"
"20003_200291_1","20_137_20180723","137_200291105_20171231","瀬溝",,,,,,,"20"
"20003_200292_1","20_136_20180723","136_200292103_20171231","邑久駅",,,,,,,"20"
"20003_200292_1","20_136_20180723","136_292012621_20171231","邑久駅",,,,,,,"20"
"20003_200292_1","20_137_20180723","137_292012621_20171231","邑久駅",,,,,,,"20"
"20003_200292_1","20_137_20180723","137_292012620_20171231","邑久駅",,,,,,,"20"
"20003_200292_1","20_136_20180723","136_292012620_20171231","邑久駅",,,,,,,"20"
"20003_200292_1","20_137_20180723","137_200292105_20171231","邑久駅",,,,,,,"20"
"20003_200292_1","20_136_20180723","136_200292105_20171231","邑久駅",,,,,,,"20"
"20003_200292_1","20_136_20180723","136_200292101_20171231","邑久駅",,,,,,,"20"
"20003_200292_1","20_137_20180723","137_200292101_20171231","邑久駅",,,,,,,"20"
"20003_200292_1","20_137_20180723","137_200292103_20171231","邑久駅",,,,,,,"20"
"20003_200292_1","20_136_20180723","136_200292104_20171231","邑久駅",,,,,,,"20"
"20003_200292_1","20_137_20180723","137_200292104_20171231","邑久駅",,,,,,,"20"
"20003_200292_1","20_137_20180723","137_200292102_20171231","邑久駅",,,,,,,"20"
"20003_200292_1","20_136_20180723","136_200292102_20171231","邑久駅",,,,,,,"20"
"20003_200292_1","20_137_20180723","137_200292106_20171231","邑久駅",,,,,,,"20"
"20003_200292_1","20_136_20180723","136_200292106_20171231","邑久駅",,,,,,,"20"
"20003_200401_1","20_138_20180723","138_200401403_20171231","邑久駅",,,,,,,"20"
"20003_200401_1","20_136_20180723","136_292012622_20171231","邑久駅",,,,,,,"20"
"20003_200401_1","20_137_20180723","137_200401101_20171231","邑久駅",,,,,,,"20"
"20003_200401_1","20_137_20180723","137_292012622_20171231","邑久駅",,,,,,,"20"
"20003_200401_1","20_136_20180723","136_200401101_20171231","邑久駅",,,,,,,"20"
"20003_200401_1","20_138_20180723","138_200401402_20171231","邑久駅",,,,,,,"20"
"20003_200401_1","20_138_20180723","138_200401401_20171231","邑久駅",,,,,,,"20"
"20003_200402_1","20_136_20180723","136_200402101_20171231","愛生園",,,,,,,"20"
"20003_200402_1","20_138_20180723","138_200402403_20171231","愛生園",,,,,,,"20"
"20003_200402_1","20_137_20180723","137_200402101_20171231","愛生園",,,,,,,"20"
"20003_200402_1","20_136_20180723","136_292012619_20171231","愛生園",,,,,,,"20"
"20003_200402_1","20_137_20180723","137_292012619_20171231","愛生園",,,,,,,"20"
"20003_200402_1","20_138_20180723","138_200402401_20171231","愛生園",,,,,,,"20"
"20003_200402_1","20_138_20180723","138_200402402_20171231","愛生園",,,,,,,"20"
"21005_210331_1","21_142_20180723","142_210331301_20171231","岡山駅",,,,,,,"21"
"21005_210331_1","21_142_20180723","142_210331302_20171231","岡山駅",,,,,,,"21"
"21005_210331_1","21_140_20180723","140_210331103_20171231","岡山駅",,,,,,,"21"
"21005_210331_1","21_142_20180723","142_210331303_20171231","岡山駅",,,,,,,"21"
"21005_210331_1","21_141_20180723","141_210331201_20171231","岡山駅",,,,,,,"21"
"21005_210331_1","21_140_20180723","140_210331101_20171231","岡山駅",,,,,,,"21"
"21005_210331_1","21_140_20180723","140_210331105_20171231","岡山駅",,,,,,,"21"
"21005_210331_1","21_141_20180723","141_210331202_20171231","岡山駅",,,,,,,"21"
"21005_210331_1","21_140_20180723","140_210331102_20171231","岡山駅",,,,,,,"21"
"21005_210331_1","21_141_20180723","141_210331203_20171231","岡山駅",,,,,,,"21"
"21005_210331_1","21_140_20180723","140_210331104_20171231","岡山駅",,,,,,,"21"
"21005_210332_1","21_140_20180723","140_210332103_20171231","旭川荘",,,,,,,"21"
"21005_210332_1","21_140_20180723","140_210332101_20171231","旭川荘",,,,,,,"21"
"21005_210332_1","21_141_20180723","141_210332204_20171231","旭川荘",,,,,,,"21"
"21005_210332_1","21_142_20180723","142_210332303_20171231","旭川荘",,,,,,,"21"
"21005_210332_1","21_141_20180723","141_210332201_20171231","旭川荘",,,,,,,"21"
"21005_210332_1","21_141_20180723","141_210332202_20171231","旭川荘",,,,,,,"21"
"21005_210332_1","21_140_20180723","140_210332102_20171231","旭川荘",,,,,,,"21"
"21005_210332_1","21_141_20180723","141_210332203_20171231","旭川荘",,,,,,,"21"
