stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,platform_code
550_01,,北長瀬駅前,,34.652690,133.885507,550_01,,0,
550_02,,北長瀬駅前,,34.652483,133.885265,550_02,,0,
555_01,,中仙道,,34.648787,133.884694,555_01,,0,
555_02,,中仙道,,34.648646,133.884764,555_02,,0,
560_01,,西長瀬,,34.648390,133.879882,560_01,,0,
560_02,,西長瀬,,34.648244,133.879775,560_02,,0,
565_01,,備前白石,,34.648096,133.875427,565_01,,0,
565_02,,備前白石,,34.648039,133.876141,565_02,,0,
570_01,,鉄工センター前,,34.646458,133.870034,570_01,,0,
570_02,,鉄工センター前,,34.646404,133.870155,570_02,,0,
575_01,,延友,,34.644710,133.864447,575_01,,0,
575_02,,延友,,34.644320,133.863424,575_02,,0,
580_01,,平野,,34.646177,133.858693,580_01,,0,
580_02,,平野,,34.646117,133.858205,580_02,,0,
585_01,,庭瀬駅通,,34.646258,133.854133,585_01,,0,
585_02,,庭瀬駅通,,34.646205,133.852677,585_02,,0,
590_01,,庭瀬本町,,34.646161,133.847326,590_01,,0,
590_02,,庭瀬本町,,34.646143,133.848750,590_02,,0,
595_01,,撫川,,34.644206,133.840405,595_01,,0,
595_02,,撫川,,34.644041,133.840215,595_02,,0,
600_01,,下撫川,,34.643257,133.837377,600_01,,0,
600_02,,下撫川,,34.643266,133.837718,600_02,,0,
605_01,,瀬戸大橋温泉,,34.641799,133.832721,605_01,,0,
605_02,,瀬戸大橋温泉,,34.641543,133.832270,605_02,,0,
610_01,,備中庄,,34.640450,133.828534,610_01,,0,
610_02,,備中庄,,34.640093,133.827783,610_02,,0,
615_01,,清心学園口,,34.637398,133.819050,615_01,,0,
615_02,,清心学園口,,34.637145,133.818521,615_02,,0,
620_01,,松島北ノ口,,34.634920,133.813557,620_01,,0,
620_02,,松島北ノ口,,34.634064,133.812291,620_02,,0,
625_01,,川崎医大前,,34.632854,133.809995,625_01,,0,
625_02,,川崎医大前,,34.632453,133.809453,625_02,,0,
630_01,,松島西ノ口,,34.629844,133.806910,630_01,,0,
630_02,,松島西ノ口,,34.629826,133.807066,630_02,,0,
645_01,,中庄駅,,34.626638,133.808065,645_01,,0,
1505_05,,倉敷駅前,,34.601292,133.766060,1505_05,,0,5
1505_06,,倉敷駅前,,34.601118,133.766208,1505_06,,0,6
1505_07,,倉敷駅前,,34.601047,133.766275,1505_07,,0,7
1510_01,,昭和町,,34.603508,133.770456,1510_01,,0,
1510_02,,昭和町,,34.603188,133.769788,1510_02,,0,
1515_01,,南幸町しげい病院前,,34.604015,133.772607,1515_01,,0,
1515_02,,南幸町しげい病院前,,34.603680,133.772696,1515_02,,0,
1520_01,,倉敷郵便局前,,34.600905,133.773280,1520_01,,0,
1520_02,,倉敷郵便局前,,34.600953,133.773184,1520_02,,0,
1525_01,,倉敷中央病院前,,34.600980,133.775222,1525_01,,0,
1525_02,,倉敷中央病院前,,34.601037,133.774611,1525_02,,0,
1530_01,,備中県民局南,,34.600644,133.777222,1530_01,,0,
1530_02,,備中県民局南,,34.600575,133.777315,1530_02,,0,
1535_01,,東町,,34.597572,133.777716,1535_01,,0,
1535_02,,東町,,34.596915,133.777792,1535_02,,0,
1540_01,,羽島,,34.596361,133.780174,1540_01,,0,
1540_02,,羽島,,34.596392,133.780016,1540_02,,0,
1545_01,,日間,,34.596341,133.786586,1545_01,,0,
1545_02,,日間,,34.596191,133.788180,1545_02,,0,
1570_01,,元町,,34.599278,133.767782,1570_01,,0,
1570_02,,元町,,34.598617,133.768491,1570_02,,0,
1575_01,,大原美術館前,,34.595511,133.769383,1575_01,,0,
1575_02,,大原美術館前,,34.595250,133.769595,1575_02,,0,
1580_01,,中央二丁目・倉敷芸文館,,34.593550,133.769710,1580_01,,0,
1580_02,,中央二丁目・倉敷芸文館,,34.592967,133.770169,1580_02,,0,
1585_01,,倉商東,,34.588794,133.771116,1585_01,,0,
1585_02,,倉商東,,34.588509,133.771234,1585_02,,0,
1590_01,,倉敷市役所,,34.585709,133.770628,1590_01,,0,
1590_02,,倉敷市役所,,34.585210,133.770671,1590_02,,0,
1595_01,,総合市場前,,34.581882,133.770008,1595_01,,0,
1595_02,,総合市場前,,34.581871,133.770142,1595_02,,0,
1600_02,,ゆめタウン倉敷前,,34.578559,133.769689,1600_02,,0,
1605_01,,笹沖,,34.575520,133.769195,1605_01,,0,
1605_02,,笹沖,,34.575167,133.769322,1605_02,,0,
1615_01,,葦高小学校東,,34.572481,133.768882,1615_01,,0,
1615_02,,葦高小学校東,,34.571677,133.768973,1615_02,,0,
1620_01,,倉敷南高校入口,,34.568912,133.768522,1620_01,,0,
1620_02,,倉敷南高校入口,,34.568525,133.768656,1620_02,,0,
1625_01,,吉岡,,34.565835,133.768297,1625_01,,0,
1625_02,,吉岡,,34.565908,133.768442,1625_02,,0,
1630_01,,浦田,,34.559693,133.768435,1630_01,,0,
1630_02,,浦田,,34.559338,133.768804,1630_02,,0,
1635_01,,二福小古城池高前,,34.547251,133.763866,1635_01,,0,
1635_02,,二福小古城池高前,,34.547538,133.763641,1635_02,,0,
1640_01,,観音堂,,34.540893,133.757670,1640_01,,0,
1640_02,,観音堂,,34.540791,133.757834,1640_02,,0,
1655_01,,倉商前,,34.589094,133.767782,1655_01,,0,
1655_02,,倉商前,,34.589094,133.768858,1655_02,,0,
1660_01,,倉敷成人病センター前,,34.588907,133.765180,1660_01,,0,
1660_02,,倉敷成人病センター前,,34.588761,133.765159,1660_02,,0,
1665_01,,商工会館前,,34.588869,133.764233,1665_01,,0,
1665_02,,商工会館前,,34.588746,133.764338,1665_02,,0,
1670_01,,西中,,34.584904,133.760991,1670_01,,0,
1670_02,,西中,,34.584894,133.761044,1670_02,,0,
1675_01,,大高,,34.579321,133.757580,1675_01,,0,
1675_02,,大高,,34.578781,133.757273,1675_02,,0,
